  .367000005468726E-04,   100
  .106700001589954E-03,   200
  .255300003804266E-03,   300
  .416700006209313E-03,   400
  .657200009793043E-03,   500
  .928200013831257E-03,   600
  .126490001884848E-02,   700
  .164600002452731E-02,   800
  .211350003149361E-02,   900
  .261050003889948E-02,  1000
  .330890004930646E-02,  1100
  .388080005782842E-02,  1200
  .457140006811918E-02,  1300
  .528670007877797E-02,  1400
  .606530009038001E-02,  1500
  .686040010222796E-02,  1600
  .774990011548253E-02,  1700
  .876190013056243E-02,  1800
  .978930014587194E-02,  1900
  .106879001592621E-01,  2000
  .117484001750647E-01,  2100
  .126143001879677E-01,  2200
  .137391002047285E-01,  2300
  .151627002259419E-01,  2400
  .163544002436994E-01,  2500
  .177932002651395E-01,  2600
  .190878002844303E-01,  2700
  .205582003063408E-01,  2800
  .222370003313573E-01,  2900
  .236757003527951E-01,  3000
  .257430003836007E-01,  3100
  .279219004160689E-01,  3200
  .300437004476864E-01,  3300
  .345151005143154E-01,  3400
  .374082005574261E-01,  3500
  .385599005745879E-01,  3600
  .442227006589691E-01,  3700
  .435556006490285E-01,  3800
  .423491006310499E-01,  3900
  .437681006521953E-01,  4000
  .473945007062338E-01,  4100
  .487648007266514E-01,  4200
  .533693007952645E-01,  4300
  .517593007712735E-01,  4400
  .530019007897894E-01,  4500
  .563019008389641E-01,  4600
  .586148008734280E-01,  4700
  .623389009289230E-01,  4800
  .627146009345200E-01,  4900
  .652356009720874E-01,  5000
  .680316010137496E-01,  5100
  .703995010490335E-01,  5200
  .743585011080276E-01,  5300
  .796850011873968E-01,  5400
  .809592012063856E-01,  5500
  .826450012315073E-01,  5600
  .858218012788453E-01,  5700
  .892638013301319E-01,  5800
  .965042014380243E-01,  5900
  .101884001518191E+00,  6000
  .100340401495187E+00,  6100
  .102132101521888E+00,  6200
  .104618601558941E+00,  6300
  .110191101641975E+00,  6400
  .131631101961456E+00,  6500
  .122519201825683E+00,  6600
  .117780101755062E+00,  6700
  .124498201855170E+00,  6800
  .124714501858387E+00,  6900
  .127569601900936E+00,  7000
  .133328001986745E+00,  7100
  .135853702024376E+00,  7200
  .148023002205715E+00,  7300
  .153260402283757E+00,  7400
  .147096602191911E+00,  7500
  .150533202243118E+00,  7600
  .156146602326765E+00,  7700
  .159516702376987E+00,  7800
  .162878502427078E+00,  7900
  .175115802609423E+00,  8000
  .178780502664042E+00,  8100
  .180434502688682E+00,  8200
  .185085202757971E+00,  8300
  .187010002786681E+00,  8400
  .192753202872245E+00,  8500
  .199040002965935E+00,  8600
  .200934002994156E+00,  8700
  .211805903156144E+00,  8800
  .209021103114658E+00,  8900
  .213226703177327E+00,  9000
  .215921903217482E+00,  9100
  .231584603450870E+00,  9200
  .226281403371855E+00,  9300
  .232831403469473E+00,  9400
  .242001903606106E+00,  9500
  .250815703737432E+00,  9600
  .260810003886358E+00,  9700
  .296033304411245E+00,  9800
  .274610204092012E+00,  9900
  .273791304079802E+00, 10000
