  .137300002045929E-03,   100
  .114700001709163E-03,   200
  .276100004114211E-03,   300
  .520700007759034E-03,   400
  .832100012399258E-03,   500
  .122480001825094E-02,   600
  .169350002523512E-02,   700
  .285770004258305E-02,   800
  .393390005861968E-02,   900
  .518700007729231E-02,  1000
  .957390014266222E-02,  1100
  .104191001552567E-01,  1200
  .155403002315685E-01,  1300
  .148209002208486E-01,  1400
  .216222003221959E-01,  1500
  .219965003277734E-01,  1600
  .278748004153669E-01,  1700
  .264338003938944E-01,  1800
  .350274005219490E-01,  1900
  .342346005101353E-01,  2000
  .438721006537453E-01,  2100
  .419587006252334E-01,  2200
  .554548008263410E-01,  2300
  .513265007648245E-01,  2400
  .647265009645001E-01,  2500
  .633766009443842E-01,  2600
  .781743011648877E-01,  2700
  .709765010576322E-01,  2800
  .915977013649121E-01,  2900
  .873586013017444E-01,  3000
  .108298501613774E+00,  3100
  .105282101568826E+00,  3200
  .133904501995332E+00,  3300
  .127310001897066E+00,  3400
  .150788902246930E+00,  3500
  .132536001974940E+00,  3600
  .163219102432154E+00,  3700
  .153781202291518E+00,  3800
  .182979702726609E+00,  3900
  .166935302487529E+00,  4000
  .204414903046019E+00,  4100
  .195693902916065E+00,  4200
  .235214503504970E+00,  4300
  .211495303151527E+00,  4400
  .249506803717939E+00,  4500
  .231711703452773E+00,  4600
  .275335804102824E+00,  4700
  .279574904165986E+00,  4800
  .304201004532949E+00,  4900
  .273698004078417E+00,  5000
  .332226404950560E+00,  5100
  .305961604559182E+00,  5200
  .350636505224891E+00,  5300
  .324730004838854E+00,  5400
  .384460405728907E+00,  5500
  .357853505332434E+00,  5600
  .394601705880028E+00,  5700
  .374144205575189E+00,  5800
  .433730106463079E+00,  5900
  .406274706053965E+00,  6000
  .477222807111172E+00,  6100
  .431978306436981E+00,  6200
  .497154307408179E+00,  6300
  .881936913141886E+00,  6400
  .536554007995276E+00,  6500
  .509857607597468E+00,  6600
  .559463008336648E+00,  6700
  .531714707923167E+00,  6800
  .605559409023545E+00,  6900
  .552454308232221E+00,  7000
  .637608809501110E+00,  7100
  .625228209316618E+00,  7200
  .669304209973415E+00,  7300
  .620290509243042E+00,  7400
  .707996410549970E+00,  7500
  .680542610140876E+00,  7600
  .767383911434904E+00,  7700
  .718984810713701E+00,  7800
  .810073512071029E+00,  7900
  .880515113120694E+00,  8000
  .852286112700062E+00,  8100
  .809501912062516E+00,  8200
  .927747113824514E+00,  8300
  .870478012971124E+00,  8400
  .961005814320095E+00,  8500
  .907780513526985E+00,  8600
  .101782991516685E+01,  8700
  .101266371508988E+01,  8800
  .108005111609401E+01,  8900
  .101821231517253E+01,  9000
  .111975101668560E+01,  9100
  .108918871623018E+01,  9200
  .118931741772223E+01,  9300
  .111454091660797E+01,  9400
  .123805701844848E+01,  9500
  .200202332983248E+01,  9600
  .129541071930310E+01,  9700
  .122410211824057E+01,  9800
  .138538302064382E+01,  9900
  .132385611972698E+01, 10000
